time_jst	freq_max_mhz	freq_mean_mhz	pkg_temp_c	throttle	mem_free_kb	mem_cached_kb	mem_available_kb
2026-09-22T15:41:45	2595	1443	69.0	0	40727796	18706444	59734892
2026-09-22T15:42:45	3492	1291	73.0	0	39158448	19012904	58483196
2026-09-22T15:43:45	3427	1338	73.0	0	37704832	19193012	57214412
2026-09-22T15:44:45	3492	1334	73.0	0	37395396	19255124	56969168
2026-09-22T15:45:45	3448	1304	74.0	0	35118728	19337864	54776480
2026-09-22T15:46:45	3490	1306	72.0	0	34647044	19400420	54370348
2026-09-22T15:47:45	3336	1317	72.0	0	34311196	19466924	54103824
2026-09-22T15:48:45	3257	1317	73.0	0	34504092	19492476	54322036
2026-09-22T15:49:45	3437	1323	73.0	0	33486760	20234316	54066300
