round	n_in	n_win	n_lose	n_uk	n_new_pre	n_new_uniq	n_new_post	n_seen	n_rehash	n_catch_total	n_try_total	F0	F1	F2	F3	S	F4	F4_diff	F4_union	F5	round_total	residual	rss_start	rss_F0_begin	rss_F0	rss_F1_begin	rss_F1	rss_F2_begin	rss_F2	rss_F3_begin	rss_F3	rss_F4_begin	rss_F4_mid	rss_F4	rss_F5_begin	rss_F5	hwm_start	hwm_F0_begin	hwm_F0	hwm_F1_begin	hwm_F1	hwm_F2_begin	hwm_F2	hwm_F3_begin	hwm_F3	hwm_F4_begin	hwm_F4_mid	hwm_F4	hwm_F5_begin	hwm_F5
1	1	0	0	1	4	0	4	5	0	0	0	0.000106	0.000148	0.000225	0.000073	0.000173	0.000129	0.000068	0.000060	0.000233	0.038067	0.036980	22429696	22544384	22544384	22544384	22614016	22614016	22614016	22614016	22614016	22675456	22675456	22675456	22675456	22675456	22544384	22544384	22544384	22544384	22614016	22614016	22614016	22614016	22614016	22675456	22675456	22675456	22675456	22675456
2	4	0	0	4	17	0	17	22	0	0	0	0.000089	0.000119	0.000177	0.000063	0.000000	0.000124	0.000059	0.000065	0.000245	0.001476	0.000659	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992
3	17	4	0	13	96	0	82	104	0	4	0	0.000083	0.000123	0.000174	0.000062	0.000000	0.000116	0.000058	0.000058	0.000264	0.001501	0.000679	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992	22740992
4	82	24	0	58	510	0	447	551	0	28	0	0.000085	0.000167	0.000175	0.000064	0.000000	0.000115	0.000058	0.000057	0.000283	0.001520	0.000630	22740992	22740992	22740992	22740992	22745088	22745088	22745088	22745088	22745088	22745088	22745088	22745088	22745088	22745088	22740992	22740992	22740992	22740992	22745088	22745088	22745088	22745088	22745088	22745088	22745088	22745088	22745088	22745088
5	447	131	0	316	2509	0	1960	2511	0	159	0	0.000099	0.000379	0.000280	0.000065	0.000000	0.000115	0.000057	0.000058	0.000266	0.001901	0.000697	22745088	22745088	22745088	22745088	22757376	22757376	22757376	22757376	22757376	22757376	22757376	22757376	22757376	22757376	22745088	22745088	22745088	22745088	22757376	22757376	22757376	22757376	22757376	22757376	22757376	22757376	22757376	22757376
6	1960	687	2	1271	10840	0	7714	10225	0	846	2	0.000090	0.001066	0.000216	0.000064	0.000000	0.000128	0.000057	0.000070	0.000368	0.002650	0.000718	22757376	22757376	22757376	22757376	22806528	22806528	22806528	22806528	22806528	22806528	22806528	22806528	22806528	22806528	22757376	22757376	22757376	22757376	22806528	22806528	22806528	22806528	22806528	22806528	22806528	22806528	22806528	22806528
7	7714	3005	15	4694	43237	0	28583	38808	0	3851	17	0.000095	0.003695	0.000271	0.000065	0.000000	0.000117	0.000058	0.000059	0.000945	0.005915	0.000727	22806528	22806528	22806528	22806528	22970368	22970368	22970368	22970368	22970368	22970368	22970368	22970368	22970368	23199744	22806528	22806528	22806528	22806528	22970368	22970368	22970368	22970368	22970368	22970368	22970368	22970368	22970368	23396352
8	28583	10041	41	18501	169739	0	106762	145570	0	13892	58	0.000230	0.013994	0.000583	0.000064	0.000000	0.000113	0.000057	0.000056	0.002803	0.018625	0.000837	22970368	22970368	23199744	23199744	24453120	24453120	24453120	24453120	24453120	24453120	24453120	24453120	24453120	25305088	23396352	23396352	23396352	23396352	24453120	24453120	24453120	24453120	24453120	24453120	24453120	24453120	24453120	26521600
9	106762	41609	225	64928	610934	0	346184	491754	0	55501	283	0.000519	0.055774	0.002498	0.000068	0.000000	0.000121	0.000061	0.000060	0.008549	0.068680	0.001151	24449024	24449024	25178112	25178112	29138944	29454336	29790208	29790208	29790208	29790208	29790208	29790208	29790208	29585408	26521600	26521600	26521600	26521600	29138944	29454336	31186944	31186944	31186944	31186944	31186944	31186944	31186944	37363712
10	346184	128314	794	217076	2070403	0	1095851	1587605	2	183815	1077	0.002225	0.259055	0.006913	0.000068	0.000000	0.000117	0.000058	0.000059	0.033113	0.303383	0.001891	26812416	26812416	32227328	32227328	69378048	70852608	78942208	78942208	78942208	78942208	78942208	78942208	78942208	97153024	37363712	37363712	37363712	37363712	80789504	80789504	80789504	80789504	80789504	80789504	80789504	80789504	80789504	97153024
