time_jst	freq_max_mhz	freq_mean_mhz	pkg_temp_c	throttle	mem_free_kb	mem_cached_kb	mem_available_kb
2026-09-21T21:15:37	3500	1474	66.0	0	24940824	33270444	59744452
2026-09-21T21:16:37	3406	1334	60.0	0	24453204	32394508	58348516
2026-09-21T21:17:37	3492	1346	58.0	0	15039800	32395404	48943652
2026-09-21T21:18:37	3500	1318	64.0	0	13431952	32395812	47336572
2026-09-21T21:19:37	3259	1348	66.0	0	11690120	32396164	45594912
2026-09-21T21:20:37	3500	1340	65.0	0	15193304	32396592	49099524
2026-09-21T21:21:37	3382	1319	66.0	0	15181452	32397056	49087300
2026-09-21T21:22:37	3428	1274	68.0	0	18004204	32397412	51911408
2026-09-21T21:23:37	3492	1306	67.0	0	17958932	32870512	52351980
