time_jst	freq_max_mhz	freq_mean_mhz	pkg_temp_c	throttle	mem_free_kb	mem_cached_kb	mem_available_kb
2026-09-21T21:41:19	3500	1415	65.0	0	25397364	32972480	59915784
2026-09-21T21:42:19	3500	1342	71.0	0	24943260	32099244	58564204
2026-09-21T21:43:19	3404	1297	70.0	0	15381636	32099696	49003592
2026-09-21T21:44:19	3492	1312	70.0	0	13161648	32099984	46783484
2026-09-21T21:45:19	3264	1335	68.0	0	19302136	32100392	52916528
2026-09-21T21:46:19	3500	1447	68.0	0	15652984	32101636	49268936
2026-09-21T21:47:19	3500	1375	67.0	0	15656976	32101976	49273364
2026-09-21T21:48:19	3492	1290	68.0	0	18201232	32265464	51985144
2026-09-21T21:49:19	3500	1404	68.0	0	18169240	32868380	52573692
