rounds	73
F0	1.1458
F1	172.4051
F2	111.1682
F3	0.0071
S	0.0002
F4	0.0096
F4_diff	0.0048
F4_union	0.0048
F5	159.6411
F6	54.4277
release_wl	0.0893
release_seen	0.2595
sum_rounds_F	444.3771
sum_round_total	445.6103
residual_in_rounds	1.2332
forward_total	500.4142
residual_total	1.2605
rss_F6_begin	5665095680
hwm_F6_begin	7219695616
rss_F6	5679534080
hwm_F6	7219695616
rss_release_wl	4447698944
hwm_release_wl	7219695616
rss_release_seen	62496768
hwm_release_seen	7219695616
