time_jst	freq_max_mhz	freq_mean_mhz	pkg_temp_c	throttle
2026-09-22T16:20:32	2595	1377	53.0	0
2026-09-22T16:21:32	3404	1378	59.0	0
2026-09-22T16:22:32	3394	1337	59.0	0
2026-09-22T16:23:32	2298	1332	61.0	0
2026-09-22T16:24:32	3425	1355	65.0	0
2026-09-22T16:25:32	3500	1500	66.0	0
2026-09-22T16:26:33	3500	1459	65.0	0
2026-09-22T16:27:33	3385	1325	65.0	0
