when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	59768	0	61474	19	1	18	477908685	94644646	264310464	4554428552	60702034	299033382	30116
after	59768	0	61474	19	1	18	477932701	94667303	264311017	4563791052	60702043	299033935	30116
