when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	59768	0	61467	19	1	18	477897518	94635109	264309483	4535560644	60702025	299032401	30116
after	59768	0	61467	19	1	18	477902889	94639679	264310005	4544935559	60702029	299032923	30116
