when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	59768	0	61474	19	1	18	477992837	94713922	264316110	4583213928	60702094	299039028	30116
after	59768	0	61474	19	1	18	478046880	94763560	264318094	4590182416	60702835	299066295	30963
