round	n_in	n_win	n_lose	n_uk	n_new_pre	n_new_uniq	n_new_post	n_seen	n_rehash	n_catch_total	n_try_total	F0	F1	F2	F3	S	F4	F4_diff	F4_union	F5	round_total	residual	rss_start	rss_F0_begin	rss_F0	rss_F1_begin	rss_F1	rss_F2_begin	rss_F2	rss_F3_begin	rss_F3	rss_F4_begin	rss_F4_mid	rss_F4	rss_F5_begin	rss_F5	hwm_start	hwm_F0_begin	hwm_F0	hwm_F1_begin	hwm_F1	hwm_F2_begin	hwm_F2	hwm_F3_begin	hwm_F3	hwm_F4_begin	hwm_F4_mid	hwm_F4	hwm_F5_begin	hwm_F5
1	1	0	0	1	4	0	4	5	0	0	0	0.000151	0.000181	0.000289	0.000096	0.000217	0.000164	0.000087	0.000077	0.000294	0.052742	0.051351	22720512	22851584	22851584	22851584	22921216	22921216	22921216	22921216	22921216	22982656	22982656	22982656	22982656	22982656	22851584	22851584	22851584	22851584	22921216	22921216	22921216	22921216	22921216	22982656	22982656	22982656	22982656	22982656
2	4	0	0	4	17	0	17	22	0	0	0	0.000111	0.000147	0.000234	0.000081	0.000000	0.000149	0.000075	0.000074	0.000286	0.001827	0.000819	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192
3	17	4	0	13	96	0	82	104	0	4	0	0.000108	0.000152	0.000238	0.000080	0.000000	0.000148	0.000074	0.000074	0.000282	0.001821	0.000812	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192	23048192
4	82	24	0	58	510	0	447	551	0	28	0	0.000110	0.000184	0.000238	0.000080	0.000000	0.000148	0.000074	0.000073	0.000296	0.001860	0.000805	23048192	23048192	23048192	23048192	23052288	23052288	23052288	23052288	23052288	23052288	23052288	23052288	23052288	23052288	23048192	23048192	23048192	23048192	23052288	23052288	23052288	23052288	23052288	23052288	23052288	23052288	23052288	23052288
5	447	131	0	316	2509	0	1960	2511	0	159	0	0.000112	0.000319	0.000229	0.000080	0.000000	0.000149	0.000075	0.000074	0.000328	0.002043	0.000826	23052288	23052288	23052288	23052288	23064576	23064576	23064576	23064576	23064576	23064576	23064576	23064576	23064576	23064576	23052288	23052288	23052288	23052288	23064576	23064576	23064576	23064576	23064576	23064576	23064576	23064576	23064576	23064576
6	1960	687	2	1271	10840	0	7714	10225	0	846	2	0.000109	0.000799	0.000336	0.000084	0.000000	0.000153	0.000078	0.000075	0.000382	0.002715	0.000851	23064576	23064576	23064576	23064576	23113728	23113728	23113728	23113728	23113728	23113728	23113728	23113728	23113728	23113728	23064576	23064576	23064576	23064576	23113728	23113728	23113728	23113728	23113728	23113728	23113728	23113728	23113728	23113728
7	7714	3005	15	4694	43237	0	28583	38808	0	3851	17	0.000124	0.002545	0.000298	0.000086	0.000000	0.000151	0.000076	0.000075	0.001036	0.005149	0.000910	23113728	23113728	23113728	23113728	23277568	23277568	23277568	23277568	23277568	23277568	23277568	23277568	23277568	23506944	23113728	23113728	23113728	23113728	23277568	23277568	23277568	23277568	23277568	23277568	23277568	23277568	23277568	23506944
8	28583	10041	41	18501	169739	0	106762	145570	0	13892	58	0.000289	0.008347	0.000669	0.000069	0.000000	0.000138	0.000061	0.000076	0.002919	0.013357	0.000927	23277568	23277568	23506944	23506944	24760320	24760320	24760320	24760320	24760320	24760320	24760320	24760320	24760320	25616384	23396352	23396352	23506944	23506944	24760320	24760320	24760320	24760320	24760320	24760320	24760320	24760320	24760320	26779648
9	106762	41609	225	64928	610934	0	346184	491754	0	55501	283	0.000531	0.030974	0.002236	0.000068	0.000000	0.000126	0.000065	0.000061	0.008240	0.043300	0.001123	24760320	24760320	25485312	25485312	29446144	29765632	30097408	30097408	30097408	30097408	30097408	30097408	30097408	29896704	26779648	26779648	26779648	26779648	29446144	29765632	31444992	31444992	31444992	31444992	31444992	31444992	31444992	37621760
10	346184	128314	794	217076	2070403	0	1095851	1587605	2	183815	1077	0.002221	0.149304	0.007412	0.000084	0.000000	0.000135	0.000075	0.000060	0.033376	0.194471	0.001938	27123712	27123712	32534528	32534528	69689344	71163904	79249408	79249408	79249408	79249408	79249408	79249408	79249408	97464320	37621760	37621760	37621760	37621760	81047552	81047552	81047552	81047552	81047552	81047552	81047552	81047552	81047552	97464320
