label	arm	files	bytes	md5_list_sha256	vs_record19
r1a_old	old	213	1974425336	f18f3075ba25f13987c520fe98cba074a5916c08ead02eb4719af2a87141b488	一致
r1b_new	new	213	1974425336	f18f3075ba25f13987c520fe98cba074a5916c08ead02eb4719af2a87141b488	一致
r1c_new	new	213	1974425336	f18f3075ba25f13987c520fe98cba074a5916c08ead02eb4719af2a87141b488	一致
r1d_old	old	213	1974425336	f18f3075ba25f13987c520fe98cba074a5916c08ead02eb4719af2a87141b488	一致
r2a_old	old	213	1974425336	f18f3075ba25f13987c520fe98cba074a5916c08ead02eb4719af2a87141b488	一致
r2b_new	new	213	1974425336	f18f3075ba25f13987c520fe98cba074a5916c08ead02eb4719af2a87141b488	一致
r2c_new	new	213	1974425336	f18f3075ba25f13987c520fe98cba074a5916c08ead02eb4719af2a87141b488	一致
r2d_old	old	213	1974425336	f18f3075ba25f13987c520fe98cba074a5916c08ead02eb4719af2a87141b488	一致
