time_jst	freq_max_mhz	pkg_temp_c	throttle
2026-09-20T23:55:47	3500	62.0	0
2026-09-20T23:56:47	3403	59.0	0
2026-09-20T23:57:47	3436	61.0	0
2026-09-20T23:58:47	3492	63.0	0
2026-09-20T23:59:47	3455	64.0	0
2026-09-21T00:00:47	3421	66.0	0
2026-09-21T00:01:47	3492	63.0	0
2026-09-21T00:02:47	3370	63.0	0
2026-09-21T00:03:47	3456	65.0	0
2026-09-21T00:04:47	3193	67.0	0
2026-09-21T00:05:47	3490	66.0	0
2026-09-21T00:06:47	3318	68.0	0
2026-09-21T00:07:47	3397	68.0	0
