time_jst	freq_max_mhz	pkg_temp_c	throttle
2026-09-21T00:08:32	3500	65.0	0
2026-09-21T00:09:32	3364	68.0	0
2026-09-21T00:10:32	3490	71.0	0
2026-09-21T00:11:32	3480	71.0	0
2026-09-21T00:12:32	3469	71.0	0
2026-09-21T00:13:32	3392	72.0	0
2026-09-21T00:14:32	3492	67.0	0
2026-09-21T00:15:32	3431	67.0	0
2026-09-21T00:16:32	3502	68.0	0
2026-09-21T00:17:32	3492	69.0	0
