when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	17302	0	59196	19	1	18	473336347	90881416	263833134	4263465239	60699331	297614287	28762
after	17302	0	59259	19	1	18	473424167	90950208	263839668	4272886735	60699332	297620819	28762
