when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	9118	0	59184	19	1	18	473022526	90635585	263787388	4201480498	60699284	297568539	28762
after	9118	0	59184	19	1	18	473060112	90670937	263788318	4210880811	60699287	297569469	28762
