when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	9118	0	59184	19	1	18	473129247	90726974	263798486	4220396613	60699287	297579638	28762
after	9118	0	59184	19	1	18	473174969	90769108	263800656	4229865524	60699292	297581807	28762
