when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	25486	0	59457	19	1	18	473644597	91133099	263862996	4326008480	60699384	297644147	28762
after	25486	0	59457	19	1	18	473717712	91196411	263864627	4332983668	60699422	297645778	28763
