when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	9118	0	59184	19	1	18	473062751	90672786	263788888	4210941169	60699287	297570039	28762
after	9118	0	59184	19	1	18	473119349	90718996	263796985	4220328933	60699287	297578136	28762
