time_jst	freq_max_mhz	pkg_temp_c	throttle
2026-09-21T03:32:22	3500	62.0	0
2026-09-21T03:33:22	3492	58.0	0
2026-09-21T03:34:22	3492	61.0	0
2026-09-21T03:35:22	3492	63.0	0
2026-09-21T03:36:22	3372	64.0	0
2026-09-21T03:37:22	3426	65.0	0
2026-09-21T03:38:22	3446	63.0	0
2026-09-21T03:39:23	3401	63.0	0
2026-09-21T03:40:23	3282	63.0	0
2026-09-21T03:41:23	3448	64.0	0
