time_jst	freq_max_mhz	freq_mean_mhz	pkg_temp_c	throttle	mem_free_kb	mem_cached_kb	mem_available_kb
2026-09-21T16:02:49	2696	1377	49.0	0	31533692	26892620	59812724
2026-09-21T16:03:49	3399	1343	56.0	0	30910876	26016428	58294068
2026-09-21T16:04:49	3492	1296	59.0	0	21528116	25988164	48882260
2026-09-21T16:05:49	3436	1281	61.0	0	19454376	25991156	46812580
2026-09-21T16:06:49	3490	1346	61.0	0	25415540	26012080	52794400
2026-09-21T16:07:49	3448	1318	61.0	0	21799848	25990348	49156552
2026-09-21T16:08:49	3483	1288	62.0	0	21836328	25991168	49194468
2026-09-21T16:09:49	3500	1392	64.0	0	24554028	26093980	52016992
2026-09-21T16:10:49	3491	1398	67.0	0	24395908	26672332	52454180
