when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	69037	0	62334	19	1	18	480036369	96379046	264598337	4721529651	60708350	299347966	30973
after	73129	0	62334	19	1	18	480046963	96388286	264599246	4728787762	60708352	299348875	30973
