when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	159401	0	63233	19	1	18	482140988	98071982	264869817	4895316279	60712741	302920835	39067
after	167589	0	63234	19	1	18	482168673	98084745	264874520	4907276842	60712749	303023762	39254
