when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	110273	0	63230	19	1	18	481999596	97943469	264861175	4842987446	60711776	300688827	37763
after	118461	0	63233	19	1	18	482011926	97955309	264861557	4850163940	60711815	301061430	37949
