round	n_in	n_win	n_lose	n_uk	n_new_pre	n_new_uniq	n_new_post	n_seen	n_rehash	n_catch_total	n_try_total	F0	F1	F2	F3	S	F4	F4_diff	F4_union	F5	round_total	residual	rss_start	rss_F0_begin	rss_F0	rss_F1_begin	rss_F1	rss_F2_begin	rss_F2	rss_F3_begin	rss_F3	rss_F4_begin	rss_F4_mid	rss_F4	rss_F5_begin	rss_F5	hwm_start	hwm_F0_begin	hwm_F0	hwm_F1_begin	hwm_F1	hwm_F2_begin	hwm_F2	hwm_F3_begin	hwm_F3	hwm_F4_begin	hwm_F4_mid	hwm_F4	hwm_F5_begin	hwm_F5
1	1	0	0	1	4	0	4	5	0	0	0	0.000093	0.000193	0.000085	0.000079	0.000000	0.000170	0.000076	0.000094	0.000167	0.001620	0.000834	22663168	22794240	22794240	22794240	22863872	22863872	22863872	22863872	22863872	22863872	22863872	22863872	22863872	22863872	22794240	22794240	22794240	22794240	22863872	22863872	22863872	22863872	22863872	22863872	22863872	22863872	22863872	22863872
2	4	0	0	4	17	0	17	22	0	0	0	0.000080	0.000146	0.000097	0.000082	0.000000	0.000154	0.000076	0.000078	0.000152	0.001424	0.000714	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848
3	17	4	0	13	96	0	82	104	0	4	0	0.000078	0.000148	0.000080	0.000078	0.000000	0.000172	0.000094	0.000078	0.000151	0.001415	0.000708	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848
4	82	24	0	58	510	0	447	551	0	28	0	0.000078	0.000180	0.000083	0.000079	0.000000	0.000153	0.000076	0.000077	0.000145	0.001431	0.000714	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848	22990848
5	447	131	0	316	2509	0	1960	2511	0	159	0	0.000081	0.000300	0.000090	0.000080	0.000000	0.000153	0.000076	0.000077	0.000152	0.001592	0.000735	22990848	22990848	22990848	22990848	23003136	23003136	23003136	23003136	23003136	23003136	23003136	23003136	23003136	23003136	22990848	22990848	22990848	22990848	23003136	23003136	23003136	23003136	23003136	23003136	23003136	23003136	23003136	23003136
6	1960	687	2	1271	10840	0	7714	10225	0	846	2	0.000079	0.000816	0.000092	0.000079	0.000000	0.000151	0.000075	0.000076	0.000212	0.002169	0.000738	23003136	23003136	23003136	23003136	23117824	23117824	23117824	23117824	23117824	23117824	23117824	23117824	23117824	23179264	23003136	23003136	23003136	23003136	23117824	23117824	23117824	23117824	23117824	23117824	23117824	23117824	23117824	23179264
7	7714	3005	15	4694	43237	0	28583	38808	0	3851	17	0.000078	0.002803	0.000097	0.000081	0.000000	0.000154	0.000077	0.000077	0.000332	0.004359	0.000814	23179264	23179264	23179264	23179264	23638016	23638016	23638016	23638016	23638016	23638016	23638016	23638016	23638016	23867392	23179264	23179264	23179264	23179264	23638016	23638016	23638016	23638016	23638016	23638016	23638016	23638016	23638016	23867392
8	28583	10041	41	18501	169739	0	106762	145570	0	13892	58	0.000081	0.010362	0.000245	0.000083	0.000000	0.000155	0.000077	0.000077	0.000780	0.012574	0.000866	23638016	23638016	23638016	23638016	25206784	25206784	25395200	25395200	25395200	25395200	25395200	25395200	25395200	26251264	23638016	23638016	23638016	23638016	25206784	25206784	25395200	25395200	25395200	25395200	25395200	25395200	25395200	26251264
9	106762	41609	225	64928	610934	0	346184	491754	0	55501	283	0.000082	0.040141	0.000638	0.000083	0.000000	0.000156	0.000078	0.000078	0.002151	0.044471	0.001219	25395200	25395200	25395200	25395200	29880320	30199808	30920704	30920704	30920704	30920704	30920704	30920704	30920704	33693696	25878528	25878528	25878528	25878528	29880320	30199808	30920704	30920704	30920704	30920704	30920704	30920704	30920704	33693696
10	346184	128314	794	217076	2070403	0	1095851	1587605	2	183815	1077	0.000082	0.150854	0.001623	0.000064	0.000000	0.000119	0.000060	0.000059	0.005996	0.160597	0.001858	30920704	30920704	30920704	30920704	70397952	71847936	74309632	74309632	74309632	74309632	74309632	74309632	74309632	83079168	33038336	33038336	33038336	33038336	82554880	82554880	82554880	82554880	82554880	82554880	82554880	82554880	82554880	83079168
11	1095851	441814	4375	649662	6408513	0	2954532	4542137	2	625629	5452	0.000063	0.483218	0.005342	0.000067	0.000000	0.000120	0.000060	0.000060	0.016339	0.508666	0.003518	83079168	83079168	83079168	83079168	216207360	220028928	227684352	227684352	227684352	227684352	227684352	227684352	227684352	251322368	83079168	83079168	83079168	83079168	280236032	280236032	280236032	280236032	280236032	280236032	280236032	280236032	280236032	280236032
12	2954532	1185217	16239	1753076	17195492	0	7196129	11738266	1	1810846	21691	0.000064	1.209356	0.015200	0.000087	0.000000	0.000139	0.000078	0.000061	0.029112	1.269010	0.015054	251322368	251322368	251322368	251322368	453767168	468127744	489807872	489807872	489807872	489807872	489807872	489807872	489807872	530120704	280236032	280236032	280236032	280236032	574095360	574095360	574095360	574095360	574095360	574095360	574095360	574095360	574095360	574095360
13	5000000	2186385	43896	2769719	27836473	0	10358000	22096266	1	3997231	65587	0.000064	2.095736	0.032045	0.000103	0.000000	0.000123	0.000061	0.000062	0.038215	2.196387	0.030101	472551424	472551424	472551424	472551424	831303680	863285248	907120640	907120640	907120640	907120640	907120640	907120640	907120640	948498432	574095360	574095360	574095360	574095360	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936
14	5000000	2317482	45104	2637414	26907699	0	8701626	30797892	0	6314713	110691	0.000067	1.720427	0.014048	0.000067	0.000000	0.000122	0.000061	0.000061	0.068582	1.826632	0.023319	865632256	865632256	865632256	865632256	909615104	928153600	949252096	949252096	949252096	949252096	949252096	949252096	949252096	1048821760	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936	1129127936
