round	n_in	n_win	n_lose	n_uk	n_new_pre	n_new_uniq	n_new_post	n_seen	n_rehash	n_catch_total	n_try_total	F0	F1	F2	F3	S	F4	F4_diff	F4_union	F5	round_total	residual	rss_start	rss_F0_begin	rss_F0	rss_F1_begin	rss_F1	rss_F2_begin	rss_F2	rss_F3_begin	rss_F3	rss_F4_begin	rss_F4_mid	rss_F4	rss_F5_begin	rss_F5	hwm_start	hwm_F0_begin	hwm_F0	hwm_F1_begin	hwm_F1	hwm_F2_begin	hwm_F2	hwm_F3_begin	hwm_F3	hwm_F4_begin	hwm_F4_mid	hwm_F4	hwm_F5_begin	hwm_F5
1	1	0	0	1	4	0	4	5	0	0	0	0.000139	0.000201	0.000305	0.000086	0.000231	0.000175	0.000092	0.000083	0.000307	0.051033	0.049591	22880256	23011328	23011328	23011328	23080960	23080960	23080960	23080960	23080960	23142400	23142400	23142400	23142400	23142400	23011328	23011328	23011328	23011328	23080960	23080960	23080960	23080960	23080960	23142400	23142400	23142400	23142400	23142400
2	4	0	0	4	17	0	17	22	0	0	0	0.000116	0.000149	0.000232	0.000096	0.000000	0.000156	0.000079	0.000078	0.000304	0.001893	0.000839	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936
3	17	4	0	13	96	0	82	104	0	4	0	0.000111	0.000152	0.000227	0.000082	0.000000	0.000156	0.000078	0.000078	0.000295	0.001853	0.000830	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936
4	82	24	0	58	510	0	447	551	0	28	0	0.000113	0.000176	0.000238	0.000082	0.000000	0.000154	0.000076	0.000077	0.000294	0.001872	0.000816	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936	23207936
5	447	131	0	316	2509	0	1960	2511	0	159	0	0.000114	0.000310	0.000241	0.000082	0.000000	0.000156	0.000078	0.000078	0.000347	0.002109	0.000859	23207936	23207936	23207936	23207936	23220224	23220224	23220224	23220224	23220224	23220224	23220224	23220224	23220224	23236608	23207936	23207936	23207936	23207936	23220224	23220224	23220224	23220224	23220224	23220224	23220224	23220224	23220224	23236608
6	1960	687	2	1271	10840	0	7714	10225	0	846	2	0.000113	0.000844	0.000289	0.000084	0.000000	0.000156	0.000079	0.000078	0.000531	0.002905	0.000887	23236608	23236608	23236608	23236608	23334912	23334912	23363584	23363584	23363584	23363584	23363584	23363584	23363584	23519232	23236608	23236608	23236608	23236608	23334912	23334912	23363584	23363584	23363584	23363584	23363584	23363584	23363584	23519232
7	7714	3005	15	4694	43237	0	28583	38808	0	3851	17	0.000129	0.002829	0.000379	0.000085	0.000000	0.000156	0.000078	0.000078	0.001113	0.005620	0.000929	23400448	23400448	23400448	23400448	23830528	23830528	23863296	23863296	23863296	23863296	23863296	23863296	23863296	24092672	23400448	23400448	23400448	23400448	23830528	23830528	23863296	23863296	23863296	23863296	23863296	23863296	23863296	24092672
8	28583	10041	41	18501	169739	0	106762	145570	0	13892	58	0.000217	0.010310	0.000919	0.000087	0.000000	0.000157	0.000079	0.000078	0.003148	0.015813	0.000974	23863296	23863296	23965696	23965696	25346048	25346048	25718784	25718784	25718784	25718784	25718784	25718784	25718784	26316800	23863296	23863296	23965696	23965696	25346048	25346048	25718784	25718784	25718784	25718784	25718784	25718784	25718784	27246592
9	106762	41609	225	64928	610934	0	346184	491754	0	55501	283	0.000615	0.034912	0.002002	0.000070	0.000000	0.000157	0.000080	0.000078	0.008177	0.047037	0.001104	25460736	25460736	26189824	26189824	30150656	30466048	30597120	30597120	30597120	30597120	30597120	30597120	30597120	30597120	27246592	27246592	27246592	27246592	30150656	30466048	32116736	32116736	32116736	32116736	32116736	32116736	32116736	38088704
10	346184	128314	794	217076	2070403	0	1095851	1587605	2	183815	1077	0.002141	0.136813	0.006714	0.000068	0.000000	0.000123	0.000061	0.000061	0.021002	0.168692	0.001831	27824128	27824128	33239040	33239040	69935104	71380992	80191488	80191488	80191488	80191488	80191488	80191488	80191488	97681408	38088704	38088704	38088704	38088704	82100224	82100224	82100224	82100224	82100224	82100224	82100224	82100224	82100224	97681408
