when	thp_fault_alloc	thp_fault_fallback	thp_collapse_alloc	compact_stall	compact_success	compact_fail	numa_hint_faults	numa_hint_faults_local	numa_pages_migrated	numa_local	numa_other	pgmigrate_success	pgmigrate_fail
before	224905	0	63516	19	1	18	482564555	98390578	264930309	4970136440	60712833	305400953	40565
after	233093	0	63516	19	1	18	482573965	98399293	264930801	4977298222	60712837	305822354	40759
