time_jst	freq_max_mhz	pkg_temp_c	throttle
2026-09-20T04:43:17	3500	68.0	0
2026-09-20T04:44:17	3397	62.0	0
2026-09-20T04:45:17	3406	66.0	0
2026-09-20T04:46:17	3492	68.0	0
2026-09-20T04:47:17	3492	68.0	0
2026-09-20T04:48:17	3492	69.0	0
2026-09-20T04:49:17	3405	66.0	0
2026-09-20T04:50:17	3344	65.0	0
2026-09-20T04:51:17	3276	66.0	0
2026-09-20T04:52:17	3274	69.0	0
2026-09-20T04:53:17	3278	66.0	0
2026-09-20T04:54:17	3500	68.0	0
2026-09-20T04:55:17	3493	68.0	0
