time_jst	freq_max_mhz	freq_mean_mhz	pkg_temp_c	throttle	mem_free_kb	mem_cached_kb	mem_available_kb
2026-09-22T01:41:29	3500	1357	64.0	0	20222148	38685644	59913368
2026-09-22T01:42:29	3500	1321	68.0	0	19660988	37809644	58456676
2026-09-22T01:43:29	3492	1312	69.0	0	10162620	37810004	48959216
2026-09-22T01:44:29	3492	1329	69.0	0	7912228	37810488	46606592
2026-09-22T01:45:29	3429	1340	72.0	0	14119960	37810860	52782032
2026-09-22T01:46:29	3500	1405	67.0	0	10469308	37811868	49131972
2026-09-22T01:47:29	3500	1372	67.0	0	10469356	37812412	49132680
2026-09-22T01:48:29	3500	1328	67.0	0	13509500	38076396	52444176
2026-09-22T01:49:29	3500	1398	68.0	0	12928636	38654044	52457388
