time_jst	freq_max_mhz	pkg_temp_c	throttle
2026-09-20T15:36:20	2595	50.0	0
2026-09-20T15:37:20	3396	57.0	0
2026-09-20T15:38:20	3411	60.0	0
2026-09-20T15:39:20	3369	61.0	0
2026-09-20T15:40:20	3491	63.0	0
2026-09-20T15:41:20	3426	65.0	0
2026-09-20T15:42:20	3492	67.0	0
2026-09-20T15:43:20	3492	67.0	0
2026-09-20T15:44:20	3428	67.0	0
2026-09-20T15:45:20	3424	69.0	0
2026-09-20T15:46:20	3388	71.0	0
2026-09-20T15:47:20	3428	69.0	0
